Post_ID,Platform,Content_Type,Content_Category,Post_Type,Region,Longitude,Latitude,Engagement,Views,Likes,Shares,Comments,Engagement_Rate,Impressions,Video_Views,Live_Stream_Views,Clicks,Click_Through_Rate,Main_Hashtag,Post_Published_At,Post_Date,Post_Hour,Engagement_Level
Post_104,LinkedIn,Organic,Customer Story,Image,India,78.9629,20.5937,"  43,637 ","  257,409 ","  31,419 ","  19,647 ","  10,215 ",0.17,"  296,444 ",  -   ,  -   ,,,#SuccessStory,5:25:00 PM,3/17/2024,17,Medium
Post_105,LinkedIn,Sponsored,Product Promotion,Carousel,Japan,138.2529,36.2048,"  73,442 ","  576,813 ","  100,303 ","  26,785 ","  26,150 ",0.13,"  662,198 ",  -   ,  -   ,,,#FeatureHighlight,4:45:00 PM,11/17/2024,16,Medium
Post_106,X.com,Organic,Event / Webinar,Text,USA,-95.7129,37.0902,"  29,874 ","  246,730 ","  27,480 ","  8,991 ","  6,198 ",0.12,"  278,898 ",  -   ,  -   ,,,#EventRecap,2025-02-08 17:05:00,2/8/2025,17,Medium
Post_107,YouTube,Organic,Customer Story,Video,UK,-3.436,55.3781,"  34,091 ","  139,874 ","  21,239 ","  10,468 ","  5,449 ",0.24,"  172,536 ","  128,548 ",  -   ,,,#CustomerStory,2024-12-16 11:02:00,12/16/2024,11,High
Post_108,TikTok,Organic,Customer Story,Video,Germany,10.4515,51.1657,"  49,519 ","  298,767 ","  37,599 ","  11,835 ","  6,463 ",0.17,"  338,738 ","  6,868 ",  -   ,"  4,437 ",1.31%,#SuccessStory,2024-11-13 16:03:00,11/13/2024,16,Medium
Post_109,Instagram,Organic,Entertainment,Video,USA,-95.7129,37.0902,"  75,452 ","  1,388,375 ","  157,310 ","  50,025 ","  53,356 ",0.05,"  1,584,506 ","  1,388,375 ",  -   ,,,#TrendingNow,2024-07-22 14:54:00,7/22/2024,14,Low
Post_110,X.com,Organic,Product Promotion,Video,USA,-95.7129,37.0902,"  203,199 ","  1,580,730 ","  244,444 ","  87,210 ","  75,267 ",0.13,"  1,751,231 ","  1,580,730 ",  -   ,,,#ProductDemo,2025-02-26 15:24:00,2/26/2025,15,Medium
Post_111,X.com,Organic,Customer Story,Text,Australia,133.7751,-25.2744,"  73,433 ","  301,458 ","  33,842 ","  22,211 ","  17,133 ",0.24,"  335,286 ",  -   ,  -   ,,,#SuccessStory,2024-06-02 16:15:00,6/2/2024,16,High
Post_112,Instagram,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,"  392,071 ","  2,903,476 ","  410,933 ","  204,143 ","  144,971 ",0.14,"  3,300,974 ","  2,903,476 ",  -   ,,,#ProductDemo,2024-07-21 13:09:00,7/21/2024,13,Medium
Post_113,TikTok,Organic,Product Promotion,Video,Australia,133.7751,-25.2744,"  171,370 ","  1,589,540 ","  274,479 ","  96,823 ","  55,246 ",0.11,"  1,895,537 ","  1,589,540 ",  -   ,"  38,289 ",2.02%,#ProductDemo,2024-01-20 12:06:00,1/20/2024,12,Medium
Post_114,YouTube,Organic,Event / Webinar,Live Stream,Brazil,-51.9253,-14.235,"  20,501 ","  127,194 ","  26,980 ","  4,049 ","  3,828 ",0.16,"  158,060 ",  -   ,"  1,842,810 ",,,#WebinarReplay,2024-08-10 11:41:00,8/10/2024,11,Medium
Post_115,LinkedIn,Organic,Customer Story,Image,Canada,-106.3468,56.1304,"  87,772 ","  557,888 ","  64,757 ","  29,216 ","  23,043 ",0.16,"  640,731 ",  -   ,  -   ,,,#SuccessStory,11:30:00 AM,4/17/2025,11,Medium
Post_116,TikTok,Organic,Product Promotion,Video,Australia,133.7751,-25.2744,"  76,705 ","  723,914 ","  101,627 ","  35,373 ","  15,059 ",0.11,"  842,936 ","  3,535 ",  -   ,"  14,751 ",1.75%,#FeatureHighlight,2024-03-22 08:55:00,3/22/2024,8,Medium
Post_117,X.com,Organic,Product Promotion,Video,USA,-95.7129,37.0902,"  220,389 ","  1,515,070 ","  178,724 ","  112,912 ","  66,274 ",0.15,"  1,872,354 ","  1,515,070 ",  -   ,,,#ProductDemo,2024-10-25 16:05:00,10/25/2024,16,Medium
Post_118,TikTok,Organic,Entertainment,Video,Germany,10.4515,51.1657,"  60,434 ","  1,188,838 ","  259,613 ","  65,293 ","  27,910 ",0.05,"  1,435,428 ","  1,188,838 ",  -   ,"  25,550 ",1.78%,#TrendingNow,2024-11-26 16:40:00,11/26/2024,16,Low
Post_119,YouTube,Sponsored,Product Promotion,Video,India,78.9629,20.5937,"  335,622 ","  3,142,343 ","  517,697 ","  114,315 ","  98,515 ",0.11,"  3,684,763 ","  3,142,343 ",  -   ,,,#ProductDemo,2024-05-21 11:28:00,5/21/2024,11,Medium
Post_120,TikTok,Organic,Entertainment,Video,Germany,10.4515,51.1657,"  163,778 ","  2,404,182 ","  473,353 ","  140,738 ","  82,328 ",0.07,"  3,118,952 ","  2,404,182 ",  -   ,"  50,838 ",1.63%,#TrendingNow,2025-04-30 15:02:00,4/30/2025,15,Low
Post_121,Instagram,Sponsored,Product Promotion,Video,Australia,133.7751,-25.2744,"  97,978 ","  951,074 ","  109,627 ","  35,801 ","  28,378 ",0.10,"  1,076,745 ","  951,074 ",  -   ,,,#ProductDemo,2024-05-31 10:53:00,5/31/2024,10,Medium
Post_122,YouTube,Organic,Event / Webinar,Live Stream,India,78.9629,20.5937,"  53,883 ","  306,296 ","  39,201 ","  13,555 ","  8,250 ",0.18,"  391,860 ",  -   ,"  620,350 ",,,#WebinarReplay,2024-08-23 16:27:00,8/23/2024,16,Medium
Post_123,TikTok,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  13,089 ","  122,930 ","  30,407 ","  4,376 ","  4,414 ",0.11,"  159,058 ","  122,930 ",  -   ,"  1,892 ",1.19%,#ProductDemo,2024-10-29 15:24:00,10/29/2024,15,Medium
Post_124,LinkedIn,Organic,Product Promotion,Video,USA,-95.7129,37.0902,"  76,171 ","  636,928 ","  146,382 ","  45,128 ","  19,309 ",0.12,"  722,389 ","  559,600 ",  -   ,,,#FeatureHighlight,11:00:00 AM,3/6/2024,11,Medium
Post_125,YouTube,Organic,Product Promotion,Video,USA,-95.7129,37.0902,"  292,690 ","  2,396,237 ","  439,744 ","  140,373 ","  74,760 ",0.12,"  3,004,638 ","  2,396,237 ",  -   ,,,#ProductDemo,2024-06-11 15:03:00,6/11/2024,15,Medium
Post_126,Instagram,Organic,Customer Story,Video,Japan,138.2529,36.2048,"  352,502 ","  2,155,627 ","  276,042 ","  99,555 ","  79,795 ",0.16,"  2,590,033 ","  2,155,627 ",  -   ,,,#CustomerStory,2024-03-01 17:19:00,3/1/2024,17,Medium
Post_127,TikTok,Organic,Product Promotion,Video,Germany,10.4515,51.1657,"  144,021 ","  1,656,035 ","  317,284 ","  73,580 ","  71,622 ",0.09,"  1,872,764 ","  1,656,035 ",  -   ,"  44,009 ",2.35%,#ProductDemo,2024-07-30 17:23:00,7/30/2024,17,Low
Post_128,X.com,Organic,Customer Story,Video,UK,-3.436,55.3781,"  438,639 ","  1,769,962 ","  304,736 ","  100,232 ","  39,068 ",0.25,"  2,066,113 ","  1,769,962 ",  -   ,,,#CustomerStory,2025-03-27 12:35:00,3/27/2025,12,High
Post_129,Instagram,Organic,Product Promotion,Live Stream,UK,-3.436,55.3781,"  41,283 ","  379,606 ","  76,765 ","  25,817 ","  16,636 ",0.11,"  453,369 ",  -   ,"  264,736 ",,,#FeatureHighlight,2024-08-05 16:13:00,8/5/2024,16,Medium
Post_130,X.com,Organic,Customer Story,Text,Germany,10.4515,51.1657,"  162,998 ","  652,050 ","  99,326 ","  49,866 ","  34,705 ",0.25,"  843,104 ",  -   ,  -   ,,,#SuccessStory,2024-09-05 15:08:00,9/5/2024,15,High
Post_131,TikTok,Organic,Event / Webinar,Live Stream,USA,-95.7129,37.0902,"  36,319 ","  287,114 ","  69,123 ","  11,215 ","  6,505 ",0.13,"  358,382 ",  -   ,"  193,618 ","  6,701 ",1.87%,#EventRecap,2024-07-29 12:03:00,7/29/2024,12,Medium
Post_132,YouTube,Organic,Product Promotion,Video,India,78.9629,20.5937,"  144,804 ","  1,547,011 ","  350,048 ","  57,221 ","  80,151 ",0.09,"  1,764,096 ","  1,547,011 ",  -   ,,,#ProductDemo,2024-06-17 14:07:00,6/17/2024,14,Low
Post_133,TikTok,Sponsored,Customer Story,Video,India,78.9629,20.5937,"  43,861 ","  218,152 ","  48,470 ","  13,800 ","  8,927 ",0.20,"  255,623 ","  6,979 ",  -   ,"  2,939 ",1.15%,#SuccessStory,2024-10-13 12:07:00,10/13/2024,12,High
Post_134,YouTube,Organic,Customer Story,Video,Brazil,-51.9253,-14.235,"  42,401 ","  218,094 ","  50,506 ","  10,822 ","  11,485 ",0.19,"  259,057 ","  209,401 ",  -   ,,,#CustomerStory,2025-02-24 10:38:00,2/24/2025,10,Medium
Post_135,TikTok,Organic,Customer Story,Live Stream,Canada,-106.3468,56.1304,"  32,553 ","  182,358 ","  26,479 ","  12,287 ","  7,314 ",0.18,"  209,062 ",  -   ,"  274,893 ","  3,073 ",1.47%,#SuccessStory,2024-12-23 10:44:00,12/23/2024,10,Medium
Post_136,TikTok,Organic,Customer Story,Video,Australia,133.7751,-25.2744,"  60,507 ","  327,252 ","  51,569 ","  18,711 ","  18,410 ",0.18,"  400,833 ","  327,252 ",  -   ,"  9,219 ",2.30%,#CustomerStory,2025-02-13 12:43:00,2/13/2025,12,Medium
Post_137,LinkedIn,Sponsored,Customer Story,Image,Canada,-106.3468,56.1304,"  15,847 ","  102,141 ","  12,347 ","  7,119 ","  4,576 ",0.16,"  123,252 ",  -   ,  -   ,,,#SuccessStory,10:44:00 AM,1/23/2025,10,Medium
Post_138,Instagram,Organic,Event / Webinar,Live Stream,Brazil,-51.9253,-14.235,"  50,168 ","  364,375 ","  85,294 ","  25,298 ","  9,498 ",0.14,"  423,529 ",  -   ,"  199,395 ",,,#EventRecap,2025-02-20 11:25:00,2/20/2025,11,Medium
Post_139,Instagram,Organic,Customer Story,Video,India,78.9629,20.5937,"  754,845 ","  3,132,328 ","  725,180 ","  147,545 ","  165,544 ",0.24,"  3,514,867 ","  3,132,328 ",  -   ,,,#CustomerStory,2025-03-29 08:50:00,3/29/2025,8,High
Post_140,TikTok,Sponsored,Product Promotion,Video,USA,-95.7129,37.0902,"  256,437 ","  2,301,525 ","  522,372 ","  83,716 ","  82,605 ",0.11,"  2,898,676 ","  2,301,525 ",  -   ,"  34,784 ",1.20%,#ProductDemo,2024-04-16 17:12:00,4/16/2024,17,Medium
Post_141,TikTok,Organic,Event / Webinar,Live Stream,Germany,10.4515,51.1657,"  26,364 ","  207,259 ","  43,179 ","  13,679 ","  9,460 ",0.13,"  256,750 ",  -   ,"  185,681 ","  4,672 ",1.82%,#EventRecap,2024-05-20 13:30:00,5/20/2024,13,Medium
Post_142,YouTube,Organic,Customer Story,Live Stream,Brazil,-51.9253,-14.235,"  34,105 ","  194,735 ","  26,828 ","  9,208 ","  5,309 ",0.18,"  249,589 ",  -   ,"  1,375,087 ",,,#CustomerStory,2024-01-16 16:20:00,1/16/2024,16,Medium
Post_143,LinkedIn,Organic,Customer Story,Image,USA,-95.7129,37.0902,"  37,928 ","  160,915 ","  38,956 ","  6,061 ","  6,991 ",0.24,"  193,287 ",  -   ,  -   ,,,#SuccessStory,12:57:00 PM,9/1/2024,12,High
Post_144,X.com,Organic,Entertainment,Video,India,78.9629,20.5937,"  15,442 ","  256,460 ","  49,168 ","  7,926 ","  14,075 ",0.06,"  329,916 ","  256,460 ",  -   ,,,#TrendingNow,2024-06-02 16:06:00,6/2/2024,16,Low
Post_145,X.com,Organic,Entertainment,Text,USA,-95.7129,37.0902,"  58,250 ","  856,432 ","  204,151 ","  55,978 ","  22,354 ",0.07,"  1,040,785 ",  -   ,  -   ,,,#FunContent,2024-04-29 12:21:00,4/29/2024,12,Low
Post_146,Instagram,Organic,Product Promotion,Live Stream,Canada,-106.3468,56.1304,"  27,202 ","  309,027 ","  59,026 ","  15,824 ","  15,283 ",0.09,"  397,678 ",  -   ,"  470,227 ",,,#FeatureHighlight,2024-12-17 19:45:00,12/17/2024,19,Low
Post_147,TikTok,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  156,744 ","  1,257,796 ","  311,588 ","  90,492 ","  31,427 ",0.12,"  1,615,221 ","  1,257,796 ",  -   ,"  23,582 ",1.46%,#ProductDemo,2024-01-28 17:09:00,1/28/2024,17,Medium
Post_148,TikTok,Organic,Customer Story,Video,India,78.9629,20.5937,"  43,329 ","  237,421 ","  54,721 ","  13,281 ","  10,363 ",0.18,"  280,109 ","  46,342 ",  -   ,"  4,537 ",1.62%,#SuccessStory,2024-01-01 15:36:00,1/1/2024,15,Medium
Post_149,Instagram,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,"  258,674 ","  1,881,494 ","  414,733 ","  56,880 ","  62,728 ",0.14,"  2,219,473 ","  1,881,494 ",  -   ,,,#ProductDemo,2024-07-17 10:38:00,7/17/2024,10,Medium
Post_150,LinkedIn,Organic,Customer Story,Image,UK,-3.436,55.3781,"  35,214 ","  207,311 ","  37,442 ","  15,754 ","  7,018 ",0.17,"  242,427 ",  -   ,  -   ,,,#SuccessStory,11:24:00 AM,3/18/2025,11,Medium
Post_151,X.com,Organic,Customer Story,Image,Germany,10.4515,51.1657,"  45,547 ","  216,421 ","  28,933 ","  11,388 ","  5,547 ",0.21,"  245,697 ",  -   ,  -   ,,,#SuccessStory,2024-02-11 16:36:00,2/11/2024,16,High
Post_152,LinkedIn,Organic,Customer Story,Image,USA,-95.7129,37.0902,"  67,447 ","  416,902 ","  72,855 ","  21,239 ","  23,594 ",0.16,"  488,808 ",  -   ,  -   ,,,#SuccessStory,1:12:00 PM,12/3/2024,13,Medium
Post_153,TikTok,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,"  323,353 ","  3,386,717 ","  345,323 ","  213,962 ","  91,852 ",0.10,"  4,376,363 ","  3,386,717 ",  -   ,"  96,717 ",2.21%,#TrendingNow,2024-09-14 17:25:00,9/14/2024,17,Low
Post_154,Instagram,Organic,Entertainment,Video,Canada,-106.3468,56.1304,"  219,384 ","  2,844,923 ","  347,932 ","  144,326 ","  66,610 ",0.08,"  3,696,621 ","  2,844,923 ",  -   ,,,#TrendingNow,2025-01-15 09:51:00,1/15/2025,9,Low
Post_155,X.com,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,"  382,723 ","  3,930,019 ","  432,543 ","  265,268 ","  111,597 ",0.10,"  5,028,894 ","  3,930,019 ",  -   ,,,#ProductDemo,2024-08-25 09:45:00,8/25/2024,9,Low
Post_156,YouTube,Organic,Entertainment,Video,Australia,133.7751,-25.2744,"  125,543 ","  2,044,413 ","  267,349 ","  80,824 ","  43,877 ",0.06,"  2,441,874 ","  2,044,413 ",  -   ,,,#TrendingNow,2024-09-04 11:17:00,9/4/2024,11,Low
Post_157,X.com,Organic,Customer Story,Text,India,78.9629,20.5937,"  29,552 ","  178,715 ","  38,661 ","  9,411 ","  7,322 ",0.17,"  212,340 ",  -   ,  -   ,,,#SuccessStory,2024-02-21 11:35:00,2/21/2024,11,Medium
Post_158,YouTube,Organic,Customer Story,Video,Canada,-106.3468,56.1304,"  54,483 ","  260,643 ","  41,732 ","  15,112 ","  6,831 ",0.21,"  296,190 ","  258,630 ",  -   ,,,#CustomerStory,2024-01-23 11:39:00,1/23/2024,11,High
Post_159,TikTok,Organic,Entertainment,Video,India,78.9629,20.5937,"  12,059 ","  218,497 ","  42,956 ","  11,020 ","  4,591 ",0.06,"  247,170 ",  868 ,  -   ,"  5,882 ",2.38%,#FunContent,2024-05-02 14:42:00,5/2/2024,14,Low
Post_160,X.com,Organic,Customer Story,Text,Germany,10.4515,51.1657,"  28,264 ","  172,218 ","  35,717 ","  10,840 ","  3,631 ",0.16,"  197,085 ",  -   ,  -   ,,,#SuccessStory,2024-01-26 12:55:00,1/26/2024,12,Medium
Post_161,X.com,Organic,Customer Story,Text,India,78.9629,20.5937,"  56,165 ","  322,167 ","  33,169 ","  11,342 ","  16,751 ",0.17,"  365,887 ",  -   ,  -   ,,,#SuccessStory,2024-09-17 09:15:00,9/17/2024,9,Medium
Post_162,Instagram,Organic,Educational,Video,Brazil,-51.9253,-14.235,"  215,947 ","  1,153,211 ","  228,234 ","  48,330 ","  27,651 ",0.19,"  1,324,617 ","  1,153,211 ",  -   ,,,#CustomerStory,2024-03-10 15:05:00,3/10/2024,15,Medium
Post_163,TikTok,Organic,Entertainment,Video,Germany,10.4515,51.1657,"  158,899 ","  2,533,219 ","  568,791 ","  126,304 ","  118,360 ",0.06,"  2,890,394 ","  2,533,219 ",  -   ,"  69,658 ",2.41%,#TrendingNow,2024-11-23 10:20:00,11/23/2024,10,Low
Post_164,X.com,Organic,Educational,Text,Australia,133.7751,-25.2744,"  59,476 ","  294,426 ","  42,389 ","  22,028 ","  6,041 ",0.20,"  328,903 ",  -   ,  -   ,,,#SuccessStory,2025-01-19 16:35:00,1/19/2025,16,High
Post_165,TikTok,Organic,Event / Webinar,Live Stream,Australia,133.7751,-25.2744,"  38,621 ","  282,613 ","  46,126 ","  21,092 ","  14,893 ",0.14,"  330,194 ",  -   ,"  114,855 ","  6,141 ",1.86%,#EventRecap,2024-08-17 11:47:00,8/17/2024,11,Medium
Post_166,YouTube,Organic,Educational,Video,Germany,10.4515,51.1657,"  59,817 ","  249,777 ","  39,203 ","  14,865 ","  7,673 ",0.24,"  305,934 ","  246,633 ",  -   ,,,#CustomerStory,2025-03-26 10:43:00,3/26/2025,10,High
Post_167,Instagram,Organic,Educational,Video,USA,-95.7129,37.0902,"  448,344 ","  2,935,021 ","  485,508 ","  131,263 ","  170,049 ",0.15,"  3,676,762 ","  2,935,021 ",  -   ,,,#CustomerStory,2024-04-23 08:02:00,4/23/2024,8,Medium
Post_169,YouTube,Organic,Educational,Live Stream,USA,-95.7129,37.0902,"  40,156 ","  216,428 ","  22,372 ","  9,400 ","  9,017 ",0.19,"  265,491 ",  -   ,"  886,831 ",,,#CustomerStory,2024-01-13 11:39:00,1/13/2024,11,Medium
Post_170,X.com,Organic,Entertainment,Video,India,78.9629,20.5937,"  254,332 ","  3,009,533 ","  363,862 ","  215,923 ","  178,694 ",0.08,"  3,626,902 ","  3,009,533 ",  -   ,,,#TrendingNow,2025-02-10 13:48:00,2/10/2025,13,Low
Post_171,Instagram,Organic,Event / Webinar,Live Stream,Australia,133.7751,-25.2744,"  27,904 ","  196,024 ","  20,143 ","  14,841 ","  4,843 ",0.14,"  238,228 ",  -   ,"  209,622 ",,,#EventRecap,2024-06-06 19:48:00,6/6/2024,19,Medium
Post_172,Instagram,Organic,Educational,Live Stream,USA,-95.7129,37.0902,"  37,545 ","  172,169 ","  31,528 ","  10,772 ","  9,157 ",0.22,"  196,493 ",  -   ,"  104,398 ",,,#SuccessStory,2024-01-13 11:54:00,1/13/2024,11,High
Post_173,LinkedIn,Organic,Educational,Image,Australia,133.7751,-25.2744,"  60,612 ","  275,602 ","  52,385 ","  17,432 ","  7,445 ",0.22,"  353,564 ",  -   ,  -   ,,,#DidYouKnow,12:35:00 PM,12/1/2024,12,High
Post_174,TikTok,Organic,Customer Story,Video,Brazil,-51.9253,-14.235,"  73,938 ","  348,269 ","  56,703 ","  17,119 ","  14,194 ",0.21,"  386,367 ","  34,534 ",  -   ,"  6,645 ",1.72%,#SuccessStory,2024-05-25 12:46:00,5/25/2024,12,High
Post_175,X.com,Organic,Customer Story,Text,USA,-95.7129,37.0902,"  67,910 ","  301,765 ","  33,924 ","  18,153 ","  8,996 ",0.23,"  355,436 ",  -   ,  -   ,,,#SuccessStory,2024-03-06 19:12:00,3/6/2024,19,High
Post_176,YouTube,Organic,Entertainment,Video,UK,-3.436,55.3781,"  22,313 ","  354,851 ","  50,851 ","  16,956 ","  17,303 ",0.06,"  411,422 ","  341,853 ",  -   ,,,#TrendingNow,2024-01-06 16:10:00,1/6/2024,16,Low
Post_177,YouTube,Organic,Customer Story,Video,USA,-95.7129,37.0902,"  298,783 ","  1,287,950 ","  257,011 ","  98,967 ","  63,499 ",0.23,"  1,472,111 ","  1,287,950 ",  -   ,,,#CustomerStory,2025-04-03 11:53:00,4/3/2025,11,High
Post_178,X.com,Organic,Customer Story,Video,Australia,133.7751,-25.2744,"  968,676 ","  3,974,286 ","  416,018 ","  171,344 ","  174,086 ",0.24,"  4,412,590 ","  3,974,286 ",  -   ,,,#CustomerStory,2024-05-05 14:28:00,5/5/2024,14,High
Post_179,X.com,Organic,Customer Story,Text,UK,-3.436,55.3781,"  109,780 ","  506,008 ","  75,970 ","  34,684 ","  12,277 ",0.22,"  564,212 ",  -   ,  -   ,,,#SuccessStory,2024-04-07 15:08:00,4/7/2024,15,High
Post_180,Instagram,Sponsored,Customer Story,Image,Canada,-106.3468,56.1304,"  51,883 ","  240,394 ","  50,297 ","  13,167 ","  11,427 ",0.22,"  285,339 ",  -   ,  -   ,,,#SuccessStory,2024-03-14 16:48:00,3/14/2024,16,High
Post_181,X.com,Organic,Product Promotion,Video,USA,-95.7129,37.0902,"  300,896 ","  2,530,813 ","  556,557 ","  163,831 ","  78,166 ",0.12,"  3,082,646 ","  2,530,813 ",  -   ,,,#ProductDemo,2024-06-12 15:17:00,6/12/2024,15,Medium
Post_182,Instagram,Sponsored,Customer Story,Image,UK,-3.436,55.3781,"  37,529 ","  193,753 ","  29,866 ","  6,699 ","  10,984 ",0.19,"  218,430 ",  -   ,  -   ,,,#SuccessStory,2024-06-08 15:36:00,6/8/2024,15,Medium
Post_183,Instagram,Sponsored,Customer Story,Video,Germany,10.4515,51.1657,"  338,469 ","  1,944,174 ","  248,406 ","  111,002 ","  106,769 ",0.17,"  2,423,305 ","  1,944,174 ",  -   ,,,#CustomerStory,2025-04-18 17:59:00,4/18/2025,17,Medium
Post_184,Instagram,Organic,Customer Story,Video,Germany,10.4515,51.1657,"  388,487 ","  2,465,504 ","  544,837 ","  155,176 ","  117,582 ",0.16,"  3,130,793 ","  2,465,504 ",  -   ,,,#CustomerStory,2025-01-31 16:10:00,1/31/2025,16,Medium
Post_185,Instagram,Organic,Entertainment,Video,UK,-3.436,55.3781,"  106,498 ","  1,947,375 ","  259,354 ","  154,589 ","  112,485 ",0.05,"  2,157,468 ","  1,947,375 ",  -   ,,,#TrendingNow,2025-01-26 15:02:00,1/26/2025,15,Low
Post_186,TikTok,Organic,Customer Story,Video,UK,-3.436,55.3781,"  19,268 ","  83,903 ","  17,270 ","  6,398 ","  2,284 ",0.23,"  101,823 ","  9,586 ",  -   ,"  1,160 ",1.14%,#SuccessStory,2024-07-01 15:16:00,7/1/2024,15,High
Post_187,X.com,Organic,Customer Story,Video,Australia,133.7751,-25.2744,"  281,167 ","  1,189,207 ","  283,815 ","  93,415 ","  68,701 ",0.24,"  1,420,915 ","  1,189,207 ",  -   ,,,#CustomerStory,2024-01-14 10:51:00,1/14/2024,10,High
Post_188,X.com,Organic,Customer Story,Text,Japan,138.2529,36.2048,"  67,458 ","  355,315 ","  81,476 ","  25,663 ","  11,641 ",0.19,"  449,751 ",  -   ,  -   ,,,#SuccessStory,2024-09-17 10:48:00,9/17/2024,10,Medium
Post_189,TikTok,Organic,Entertainment,Video,Australia,133.7751,-25.2744,"  33,861 ","  519,224 ","  69,836 ","  18,706 ","  11,982 ",0.07,"  643,452 ","  34,534 ",  -   ,"  6,691 ",1.04%,#FunContent,2024-12-26 12:56:00,12/26/2024,12,Low
Post_190,TikTok,Organic,Customer Story,Video,India,78.9629,20.5937,"  35,142 ","  203,772 ","  30,765 ","  13,497 ","  4,608 ",0.17,"  236,998 ","  44,574 ",  -   ,"  4,005 ",1.69%,#SuccessStory,2024-07-06 17:31:00,7/6/2024,17,Medium
Post_191,YouTube,Organic,Customer Story,Video,USA,-95.7129,37.0902,"  98,570 ","  394,697 ","  58,341 ","  24,192 ","  21,881 ",0.25,"  482,782 ","  335,990 ",  -   ,,,#CustomerStory,2024-07-24 15:25:00,7/24/2024,15,High
Post_192,X.com,Organic,Product Promotion,Text,Brazil,-51.9253,-14.235,"  31,949 ","  269,655 ","  36,388 ","  8,418 ","  14,778 ",0.12,"  297,767 ",  -   ,  -   ,,,#FeatureHighlight,2024-04-13 09:51:00,4/13/2024,9,Medium
Post_193,Instagram,Sponsored,Entertainment,Video,UK,-3.436,55.3781,"  215,007 ","  2,535,049 ","  557,248 ","  202,542 ","  86,263 ",0.08,"  3,177,525 ","  2,535,049 ",  -   ,,,#TrendingNow,2024-10-09 10:27:00,10/9/2024,10,Low
Post_194,TikTok,Sponsored,Customer Story,Video,India,78.9629,20.5937,"  54,886 ","  254,701 ","  40,825 ","  13,752 ","  11,487 ",0.22,"  324,676 ","  4,747 ",  -   ,"  4,415 ",1.36%,#SuccessStory,2024-09-29 11:05:00,9/29/2024,11,High
Post_195,YouTube,Organic,Product Promotion,Live Stream,UK,-3.436,55.3781,"  9,513 ","  81,817 ","  17,233 ","  3,431 ","  1,997 ",0.12,"  95,801 ",  -   ,"  930,858 ",,,#ProductDemo,2024-03-22 15:03:00,3/22/2024,15,Medium
Post_196,YouTube,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,"  45,851 ","  681,050 ","  98,375 ","  28,386 ","  14,767 ",0.07,"  751,589 ","  681,050 ",  -   ,,,#TrendingNow,2024-08-20 15:14:00,8/20/2024,15,Low
Post_197,Instagram,Organic,Customer Story,Image,India,78.9629,20.5937,"  57,949 ","  246,531 ","  38,865 ","  15,773 ","  7,082 ",0.24,"  318,023 ",  -   ,  -   ,,,#SuccessStory,2024-12-12 12:44:00,12/12/2024,12,High
Post_198,TikTok,Organic,Entertainment,Video,Canada,-106.3468,56.1304,"  49,014 ","  546,842 ","  119,185 ","  18,849 ","  20,070 ",0.09,"  697,673 ","  9,345 ",  -   ,"  9,069 ",1.30%,#FunContent,2024-08-19 12:54:00,8/19/2024,12,Low
Post_199,TikTok,Organic,Product Promotion,Video,USA,-95.7129,37.0902,"  211,397 ","  1,962,902 ","  376,900 ","  75,280 ","  117,080 ",0.11,"  2,250,141 ","  1,962,902 ",  -   ,"  23,176 ",1.03%,#ProductDemo,2025-02-23 15:39:00,2/23/2025,15,Medium
Post_200,X.com,Organic,Customer Story,Image,Brazil,-51.9253,-14.235,"  64,881 ","  317,481 ","  76,643 ","  19,836 ","  14,067 ",0.20,"  381,782 ",  -   ,  -   ,,,#SuccessStory,2025-01-26 15:25:00,1/26/2025,15,High
Post_201,YouTube,Sponsored,Product Promotion,Video,Australia,133.7751,-25.2744,"  209,332 ","  1,521,695 ","  202,496 ","  59,835 ","  77,885 ",0.14,"  1,780,421 ","  1,521,695 ",  -   ,,,#ProductDemo,2024-10-19 15:57:00,10/19/2024,15,Medium
